x,y
4.536085312789496,6.398029625006624
4.710355483142006,6.8474088679968155
4.272403403503885,4.013484698355326
3.790860821356727,4.850570040947327
3.5859685234538685,4.391970998450004
4.49965960277913,4.294497282117289
3.727660517647913,6.037153280699252
5.416584641581753,5.198028795088748
4.0388201894233475,4.929591761738399
4.883715144924437,4.740027143815119
6.536535456458784,5.064623977529548
5.210827731325143,3.5366429588839208
5.571563525545486,3.5642558396125255
4.614677332789116,6.574191633325059
6.694752427459648,4.441308508558893
3.4205493247149756,5.096593214796821
5.434233436528615,6.566724557469262
5.683432869989361,3.781481888874148
4.37706042636265,4.988593269717073
3.1400691682025816,3.6992474814566814
3.765379521031732,4.474110386847432
5.282036485100042,5.834428657914171
6.758617780936893,5.993344996005574
3.3439390506475952,6.359032088192434
3.579587823524969,6.836340991543398
3.1296732691538027,5.382509741178386
6.953807935778478,5.152738921021546
3.8536517645258295,5.563281826912737
4.567747620309954,3.925757627434227
5.552770846124874,3.751848821185173
19.426224411156788,17.480067881428766
18.25762660817363,21.491387589902875
23.7013727638887,22.35094655057909
19.419774319745358,20.542660298448396
21.03732892904955,18.513840515027063
23.54680502372723,16.938018126659546
21.653599171780158,20.22423227834589
18.703998636587315,18.881507755570073
17.43822348219657,19.676128322804693
21.29548801832822,21.66509685031933
18.50859865258444,19.097164262754088
19.01763277466234,23.91331666081101
18.68881405400335,17.346950430920884
16.953638257171633,19.24045257688347
19.41741410720716,17.60484484705576
22.983487979159946,23.222863879078844
16.482317313824858,17.428641064503154
19.69107809011142,19.409337280313707
23.112431464132897,17.410982647860976
19.2082471406656,20.162685447888236
22.338321618925114,19.85562251913594
16.943213640385483,22.446117159321403
19.167091528579697,16.340955697559995
17.89874390126279,23.238215059095868
18.99946320419864,18.733573890769456
17.293182311570668,20.080672901932264
16.84984071672809,16.159895534457064
19.45529408040819,19.3332558436428
22.312964097462128,20.639242165187106
19.471678394060632,20.030755607403727
29.816962238417176,45.6588013275339
28.529157140648735,53.5087923759198
26.097854615431345,52.015187707231476
29.069628176831465,48.964436880046264
28.977238516148617,45.822013487612935
27.98070235728391,53.117605235586474
23.42766664750736,51.711809131439914
20.059360683157884,50.46711668310455
28.091003209175117,45.27930694696435
20.21125341755517,48.297771745164766
20.527631799598783,49.09394399426169
28.643568197320686,52.55125850389015
25.053867961380156,46.279588011554104
22.711199398367143,54.73977517967094
29.42520577988489,48.24382435853436
27.3427893893045,54.22396900893841
27.41404672142665,51.195782347971615
26.920485953726544,54.63967029368487
27.934065399626995,49.46061582287898
20.24701967426615,48.033301782453194
27.77939471824832,52.2803989943064
26.805971462106726,45.35372641265818
24.27531864256381,54.78533247968421
26.90587293897316,47.34869204076389
26.17818031294101,53.125805975904605
20.496034361641254,45.62692044049315
26.015731283600736,48.374989255576885
29.45177643861469,49.672276116398464
24.72515644885559,53.74328015464423
25.948994120177552,51.93434804653294
69.84906688891947,79.78012838183352
60.365514463646065,69.54031532109188
54.88898469894187,77.34978855128814
58.26381605290259,69.9492200149479
53.700731869861954,73.1186543177034
68.66278036380504,67.82536271568374
51.20225349384956,70.10460812712564
61.372612051790306,67.70848050741476
66.43986475019243,74.17219713053689
60.49292239647633,68.02555891002287
52.78421626731654,70.03299025730736
69.11485500195236,66.00446921451513
56.51983463938794,76.1200064947093
53.427832534842956,75.90290066536342
60.698963510860224,68.82511326510023
59.12704160793024,68.70749337263663
67.08746635249392,62.07655564438986
69.2873074957239,79.75886929083057
60.612575441138276,74.34708220283846
64.76353724493593,69.68401858600534
57.929318087696466,71.92139564140767
55.69744560664719,63.56830173395989
64.5544615265698,64.61494588123159
55.85480429258307,73.47509536960264
53.47386808141788,68.1243685478575
50.286989226738406,70.22189856780277
52.21117371093809,75.8031388686318
61.205134380958285,71.747488625928
65.05273306746167,61.894310236900246
66.97472431620017,77.45550730077724
